"outubro tem tudo pra ser o melhor mês do ano, só depende do Flamengo@ItzOzil10 @futebol_info @mmurilodias Conheça nossa loja e veja o que preço justo!!"
"https://t.co/NnFVGpzEu4@copaalemdacopa Ele não deu a senha. A torcida do futebol sempre foi assim e sempre será!Recomendação importantíssima da procuradoria do STJD: futebol, assim como a sociedade, não tem espaço pra homofobia, xenofobia, racismo ou qualquer forma de intolerância. Ou se pune de forma exemplar clubes e torcidas, ou essas chagas não terão fim."
